
param sigma         
:	1	2 :=            
1	0.00001	0.99999   
2	0.1	0.9           
3	0.2	0.8           
4	0.3	0.7           
5	0.4	0.6           
6	0.5	0.5           
7	0.6	0.4           
8	0.7	0.3           
9	0.8	0.2           
10	0.9	0.1         
11	0.99999	0.00001 
;                   

param o := 999 ;
param s := 5999 ;

set R := 2021 362 1414 1280 104 1800 815 449 1317 1206 ;
set M := 13 14 15 16 ;
set K := 1 2 3 ;

param b := 25 ;

param d := 
2021	1
362	1
1414	1
1280	1
104	1
1800	1
815	1
449	1
1317	1
1206	1
999	0
5999	0
;

param TTI := 
13	13
14	14
15	15
16	16
;

param TTF := 
13	14
14	15
15	16
16	17
;

param tt := 
2021	13	0.0418333		2021	14	0.0923333		2021	15	0.076		2021	16	0.07		
362	13	0.0871667		362	14	0.0438333		362	15	0.0505		362	16	0.0823333		
1414	13	0.106333		1414	14	0.116333		1414	15	0.0926667		1414	16	0.0973333		
1280	13	0.0743333		1280	14	0.0575		1280	15	0.111167		1280	16	0.0366667		
104	13	0.05		104	14	0.0708333		104	15	0.0935		104	16	0.07		
1800	13	0.0345		1800	14	0.0793333		1800	15	0.0465		1800	16	0.1125		
815	13	0.0805		815	14	0.0983333		815	15	0.0461667		815	16	0.0345		
449	13	0.0431667		449	14	0.0403333		449	15	0.074		449	16	0.0571667		
1317	13	0.0496667		1317	14	0.0446667		1317	15	0.0693333		1317	16	0.104167		
1206	13	0.0803333		1206	14	0.0896667		1206	15	0.0928333		1206	16	0.0515		
999	13	0		999	14	0		999	15	0		999	16	0		
5999	13	0		5999	14	0		5999	15	0		5999	16	0		
;

param cc := 
2021	13	182.464		2021	14	402.73		2021	15	331.489		2021	16	305.319		
362	13	380.195		362	14	191.188		362	15	220.266		362	16	359.113		
1414	13	463.794		1414	14	507.411		1414	15	404.184		1414	16	424.539		
1280	13	324.22		1280	14	250.798		1280	15	484.876		1280	16	159.929		
104	13	218.085		104	14	308.954		104	15	407.819		104	16	305.319		
1800	13	150.479		1800	14	346.028		1800	15	202.819		1800	16	490.691		
815	13	351.117		815	14	428.9		815	15	201.365		815	16	150.479		
449	13	188.28		449	14	175.922		449	15	322.766		449	16	249.344		
1317	13	216.631		1317	14	194.823		1317	15	302.411		1317	16	454.344		
1206	13	350.39		1206	14	391.099		1206	15	404.911		1206	16	224.627		
999	13	0		999	14	0		999	15	0		999	16	0		
5999	13	0		5999	14	0		5999	15	0		5999	16	0		
;

param tf := 
2021	13	0.24		2021	14	0.26		2021	15	0.27		2021	16	0.28		
362	13	0.02		362	14	0.02		362	15	0.03		362	16	0.03		
1414	13	0.22		1414	14	0.2		1414	15	0.21		1414	16	0.24		
1280	13	0.05		1280	14	0.05		1280	15	0.06		1280	16	0.06		
104	13	0.11		104	14	0.11		104	15	0.12		104	16	0.16		
1800	13	0.15		1800	14	0.17		1800	15	0.21		1800	16	0.26		
815	13	0.21		815	14	0.22		815	15	0.21		815	16	0.2		
449	13	0.11		449	14	0.13		449	15	0.14		449	16	0.13		
1317	13	0.29		1317	14	0.26		1317	15	0.21		1317	16	0.13		
1206	13	0.13		1206	14	0.11		1206	15	0.1		1206	16	0.1		
999	13	0		999	14	0		999	15	0		999	16	0		
5999	13	0		5999	14	0		5999	15	0		5999	16	0		
;

param t := 
2021	362	13	0.331016		2021	362	14	0.347145		2021	362	15	0.327856		2021	362	16	0.317068		
2021	1414	13	0.211101		2021	1414	14	0.218854		2021	1414	15	0.216414		2021	1414	16	0.217625		
2021	1280	13	0.185083		2021	1280	14	0.218661		2021	1280	15	0.202062		2021	1280	16	0.19475		
2021	104	13	0.39809		2021	104	14	0.417911		2021	104	15	0.420248		2021	104	16	0.403105		
2021	1800	13	0.318649		2021	1800	14	0.31946		2021	1800	15	0.332847		2021	1800	16	0.311739		
2021	815	13	0.25763		2021	815	14	0.269947		2021	815	15	0.255979		2021	815	16	0.279018		
2021	449	13	0.351676		2021	449	14	0.361785		2021	449	15	0.349168		2021	449	16	0.344698		
2021	1317	13	0.114693		2021	1317	14	0.12639		2021	1317	15	0.112194		2021	1317	16	0.117729		
2021	1206	13	0.319942		2021	1206	14	0.320682		2021	1206	15	0.313751		2021	1206	16	0.321171		
2021	5999	13	0.216848		2021	5999	14	0.202711		2021	5999	15	0.192441		2021	5999	16	0.196377		
362	2021	13	0.345064		362	2021	14	0.351243		362	2021	15	0.331903		362	2021	16	0.333645		
362	1414	13	0.454419		362	1414	14	0.44942		362	1414	15	0.451716		362	1414	16	0.437901		
362	1280	13	0.442996		362	1280	14	0.398637		362	1280	15	0.433644		362	1280	16	0.412355		
362	104	13	0.207888		362	104	14	0.205435		362	104	15	0.195331		362	104	16	0.208723		
362	1800	13	0.233141		362	1800	14	0.237637		362	1800	15	0.231013		362	1800	16	0.231598		
362	815	13	0.321295		362	815	14	0.334818		362	815	15	0.332035		362	815	16	0.328413		
362	449	13	0.122597		362	449	14	0.130565		362	449	15	0.121667		362	449	16	0.121309		
362	1317	13	0.424917		362	1317	14	0.43082		362	1317	15	0.415858		362	1317	16	0.420094		
362	1206	13	0.442196		362	1206	14	0.427345		362	1206	15	0.446921		362	1206	16	0.42111		
362	5999	13	0.234972		362	5999	14	0.232537		362	5999	15	0.226484		362	5999	16	0.233673		
1414	2021	13	0.226188		1414	2021	14	0.235929		1414	2021	15	0.223588		1414	2021	16	0.225788		
1414	362	13	0.506472		1414	362	14	0.497878		1414	362	15	0.481089		1414	362	16	0.496958		
1414	1280	13	0.376334		1414	1280	14	0.371637		1414	1280	15	0.373685		1414	1280	16	0.373623		
1414	104	13	0.620924		1414	104	14	0.616714		1414	104	15	0.613561		1414	104	16	0.603441		
1414	1800	13	0.297824		1414	1800	14	0.295359		1414	1800	15	0.300106		1414	1800	16	0.309412		
1414	815	13	0.432348		1414	815	14	0.435634		1414	815	15	0.450959		1414	815	16	0.432842		
1414	449	13	0.392848		1414	449	14	0.364413		1414	449	15	0.379633		1414	449	16	0.368805		
1414	1317	13	0.14343		1414	1317	14	0.157782		1414	1317	15	0.156544		1414	1317	16	0.140526		
1414	1206	13	0.107313		1414	1206	14	0.104487		1414	1206	15	0.0955162		1414	1206	16	0.103765		
1414	5999	13	0.312799		1414	5999	14	0.279478		1414	5999	15	0.270337		1414	5999	16	0.267944		
1280	2021	13	0.168036		1280	2021	14	0.179014		1280	2021	15	0.182178		1280	2021	16	0.17828		
1280	362	13	0.417756		1280	362	14	0.422038		1280	362	15	0.401526		1280	362	16	0.411777		
1280	1414	13	0.276574		1280	1414	14	0.287538		1280	1414	15	0.288558		1280	1414	16	0.288805		
1280	104	13	0.365891		1280	104	14	0.361629		1280	104	15	0.355961		1280	104	16	0.353746		
