
param sigma         
:	1	2 :=            
1	0.00001	0.99999   
2	0.1	0.9           
3	0.2	0.8           
4	0.3	0.7           
5	0.4	0.6           
6	0.5	0.5           
7	0.6	0.4           
8	0.7	0.3           
9	0.8	0.2           
10	0.9	0.1         
11	0.99999	0.00001 
;                   

param o := 412 ;
param s := 5412 ;

set R := 943 1589 948 1979 294 2008 810 141 1972 465 ;
set M := 9 10 11 12 ;
set K := 1 2 3 ;

param b := 25 ;

param d := 
943	1
1589	1
948	1
1979	1
294	1
2008	1
810	1
141	1
1972	1
465	1
412	0
5412	0
;

param TTI := 
9	9
10	10
11	11
12	12
;

param TTF := 
9	10
10	11
11	12
12	13
;

param tt := 
943	9	0.0683333		943	10	0.0575		943	11	0.0943333		943	12	0.0346667		
1589	9	0.0506667		1589	10	0.0523333		1589	11	0.0458333		1589	12	0.052		
948	9	0.0391667		948	10	0.0538333		948	11	0.0926667		948	12	0.0798333		
1979	9	0.0945		1979	10	0.0713333		1979	11	0.0433333		1979	12	0.0556667		
294	9	0.0963333		294	10	0.0973333		294	11	0.100167		294	12	0.0338333		
2008	9	0.112		2008	10	0.0985		2008	11	0.0795		2008	12	0.0393333		
810	9	0.0481667		810	10	0.107167		810	11	0.109333		810	12	0.0375		
141	9	0.103		141	10	0.0773333		141	11	0.0505		141	12	0.0695		
1972	9	0.1095		1972	10	0.0888333		1972	11	0.0608333		1972	12	0.085		
465	9	0.094		465	10	0.0695		465	11	0.111333		465	12	0.1135		
412	9	0		412	10	0		412	11	0		412	12	0		
5412	9	0		5412	10	0		5412	11	0		5412	12	0		
;

param cc := 
943	9	298.049		943	10	250.798		943	11	411.454		943	12	151.206		
1589	9	220.993		1589	10	228.262		1589	11	199.911		1589	12	226.808		
948	9	170.833		948	10	234.805		948	11	404.184		948	12	348.209		
1979	9	412.181		1979	10	311.134		1979	11	189.007		1979	12	242.801		
294	9	420.177		294	10	424.539		294	11	436.897		294	12	147.571		
2008	9	488.51		2008	10	429.627		2008	11	346.755		2008	12	171.56		
810	9	210.089		810	10	467.429		810	11	476.879		810	12	163.564		
141	9	449.255		141	10	337.305		141	11	220.266		141	12	303.138		
1972	9	477.606		1972	10	387.464		1972	11	265.337		1972	12	370.744		
465	9	410		465	10	303.138		465	11	485.602		465	12	495.053		
412	9	0		412	10	0		412	11	0		412	12	0		
5412	9	0		5412	10	0		5412	11	0		5412	12	0		
;

param tf := 
943	9	0.1		943	10	0.09		943	11	0.08		943	12	0.08		
1589	9	0.28		1589	10	0.28		1589	11	0.32		1589	12	0.39		
948	9	0.36		948	10	0.41		948	11	0.47		948	12	0.54		
1979	9	0.1		1979	10	0.1		1979	11	0.09		1979	12	0.07		
294	9	0.3		294	10	0.34		294	11	0.4		294	12	0.48		
2008	9	0.09		2008	10	0.08		2008	11	0.05		2008	12	0.02		
810	9	0.4		810	10	0.37		810	11	0.34		810	12	0.29		
141	9	0.05		141	10	0.05		141	11	0.03		141	12	0.01		
1972	9	0.08		1972	10	0.08		1972	11	0.08		1972	12	0.08		
465	9	0.16		465	10	0.16		465	11	0.18		465	12	0.21		
412	9	0		412	10	0		412	11	0		412	12	0		
5412	9	0		5412	10	0		5412	11	0		5412	12	0		
;

param t := 
943	1589	9	0.21161		943	1589	10	0.218537		943	1589	11	0.224936		943	1589	12	0.209433		
943	948	9	0.0908651		943	948	10	0.082428		943	948	11	0.086154		943	948	12	0.0884781		
943	1979	9	0.313446		943	1979	10	0.316382		943	1979	11	0.310011		943	1979	12	0.315619		
943	294	9	0.341405		943	294	10	0.34728		943	294	11	0.346019		943	294	12	0.356179		
943	2008	9	0.187881		943	2008	10	0.199181		943	2008	11	0.197766		943	2008	12	0.192037		
943	810	9	0.215842		943	810	10	0.222945		943	810	11	0.231721		943	810	12	0.239782		
943	141	9	0.333694		943	141	10	0.335487		943	141	11	0.34757		943	141	12	0.347449		
943	1972	9	0.434736		943	1972	10	0.426384		943	1972	11	0.442198		943	1972	12	0.448705		
943	465	9	0.28744		943	465	10	0.293092		943	465	11	0.291605		943	465	12	0.295322		
943	5412	9	0.231237		943	5412	10	0.227547		943	5412	11	0.224007		943	5412	12	0.235147		
1589	943	9	0.227528		1589	943	10	0.228882		1589	943	11	0.223		1589	943	12	0.22226		
1589	948	9	0.169934		1589	948	10	0.170791		1589	948	11	0.160104		1589	948	12	0.170552		
1589	1979	9	0.380512		1589	1979	10	0.361243		1589	1979	11	0.373142		1589	1979	12	0.385923		
1589	294	9	0.385604		1589	294	10	0.387213		1589	294	11	0.373462		1589	294	12	0.385386		
1589	2008	9	0.263939		1589	2008	10	0.265472		1589	2008	11	0.252395		1589	2008	12	0.277985		
1589	810	9	0.299601		1589	810	10	0.310306		1589	810	11	0.279398		1589	810	12	0.315586		
1589	141	9	0.496095		1589	141	10	0.496942		1589	141	11	0.496802		1589	141	12	0.503891		
1589	1972	9	0.585827		1589	1972	10	0.583254		1589	1972	11	0.599391		1589	1972	12	0.606142		
1589	465	9	0.4547		1589	465	10	0.447786		1589	465	11	0.45029		1589	465	12	0.452637		
1589	5412	9	0.366542		1589	5412	10	0.36069		1589	5412	11	0.361205		1589	5412	12	0.358622		
948	943	9	0.0799732		948	943	10	0.0870085		948	943	11	0.0853672		948	943	12	0.0873566		
948	1589	9	0.181271		948	1589	10	0.178446		948	1589	11	0.167833		948	1589	12	0.183267		
948	1979	9	0.257715		948	1979	10	0.259898		948	1979	11	0.248838		948	1979	12	0.268401		
948	294	9	0.280221		948	294	10	0.281807		948	294	11	0.283181		948	294	12	0.302343		
948	2008	9	0.131142		948	2008	10	0.138259		948	2008	11	0.137721		948	2008	12	0.138159		
948	810	9	0.159103		948	810	10	0.174358		948	810	11	0.177089		948	810	12	0.184139		
948	141	9	0.330971		948	141	10	0.331485		948	141	11	0.343877		948	141	12	0.337056		
948	1972	9	0.432014		948	1972	10	0.422381		948	1972	11	0.438504		948	1972	12	0.438312		
948	465	9	0.283348		948	465	10	0.294147		948	465	11	0.28926		948	465	12	0.283594		
948	5412	9	0.200625		948	5412	10	0.19744		948	5412	11	0.193521		948	5412	12	0.206499		
1979	943	9	0.315355		1979	943	10	0.318113		1979	943	11	0.315828		1979	943	12	0.30658		
1979	1589	9	0.35657		1979	1589	10	0.390739		1979	1589	11	0.375267		1979	1589	12	0.382418		
1979	948	9	0.263778		1979	948	10	0.272259		1979	948	11	0.252836		1979	948	12	0.25243		
1979	294	9	0.143465		1979	294	10	0.14608		1979	294	11	0.136006		1979	294	12	0.137043		
1979	2008	9	0.114881		1979	2008	10	0.119548		1979	2008	11	0.108144		1979	2008	12	0.114022		
1979	810	9	0.147401		1979	810	10	0.14628		1979	810	11	0.144087		1979	810	12	0.151752		
1979	141	9	0.221944		1979	141	10	0.24038		1979	141	11	0.228035		1979	141	12	0.251237		
1979	1972	9	0.31581		1979	1972	10	0.323745		1979	1972	11	0.337477		1979	1972	12	0.340522		
1979	465	9	0.174055		1979	465	10	0.189301		1979	465	11	0.18667		1979	465	12	0.192316		
1979	5412	9	0.124075		1979	5412	10	0.126119		1979	5412	11	0.122186		1979	5412	12	0.128154		
294	943	9	0.354105		294	943	10	0.363544		294	943	11	0.361653		294	943	12	0.349004		
294	1589	9	0.373318		294	1589	10	0.383671		294	1589	11	0.373108		294	1589	12	0.373408		
294	948	9	0.287841		294	948	10	0.307839		294	948	11	0.299733		294	948	12	0.288998		
294	1979	9	0.132699		294	1979	10	0.132415		294	1979	11	0.131306		294	1979	12	0.138835		
294	2008	9	0.141418		294	2008	10	0.151933		294	2008	11	0.151268		294	2008	12	0.153145		
294	810	9	0.199821		294	810	10	0.18621		294	810	11	0.193852		294	810	12	0.203394		
294	141	9	0.354831		294	141	10	0.365955		294	141	11	0.367545		294	141	12	0.376011		
294	1972	9	0.457354		294	1972	10	0.466609		294	1972	11	0.462325		294	1972	12	0.467262		
294	465	9	0.305074		294	465	10	0.3168		294	465	11	0.315679		294	465	12	0.326456		
294	5412	9	0.244212		294	5412	10	0.248838		294	5412	11	0.245347		294	5412	12	0.256294		
2008	943	9	0.206318		2008	943	10	0.219292		2008	943	11	0.207563		2008	943	12	0.197642		
2008	1589	9	0.253023		2008	1589	10	0.266159		2008	1589	11	0.281171		2008	1589	12	0.261536		
