Nodo,Individuo,Ruta,Segmento,Tiempo viaje,Costo viaje,Tiempo atencion,Costo atencion,Tasa fallo,Demanda
1525,0,0,0,9.73281,1422.52,0.0733333,319.858,0.07,1
1524,0,0,0,9.72263,1364.69
1624,0,0,0,9.71813,1341.18
2090,0,0,0,9.69432,1219.04
1497,0,0,0,9.69167,1204.57
2102,0,0,0,9.68974,1194.93
2089,0,0,0,9.68951,1193.67
2124,0,0,0,9.68412,1166.82
1826,0,0,0,9.67893,1132.68
1450,0,0,0,9.67658,1117.2
1829,0,0,0,9.67184,1087.85
1832,0,0,0,9.66153,1003.17
1833,0,0,0,9.65276,930.378
1837,0,0,0,9.64317,860.803
2177,0,0,0,9.63851,837.153
1841,0,0,0,9.63837,835.805
2060,0,0,0,9.59778,617.591
1551,0,0,0,9.59696,613.055
1550,0,0,0,9.59619,609.272
1196,0,0,0,9.58975,565.882
1194,0,0,0,9.58951,564.343
1190,0,0,0,9.57583,489.47
1186,0,0,0,9.56068,413.475
1187,0,0,0,9.55715,394.365
1124,0,0,0,9.54493,333.729
2038,0,0,0,9.53514,283.068
1102,0,0,0,9.52595,235.253
1100,0,0,0,9.51427,176.238
1101,0,0,0,9.50473,125.742
1082,0,0,0,9.49758,88.9141
1081,0,0,0,9.48,0
2195,0,0,1,10.4699,5872.73,0.0735,320.585,0.12,2
1940,0,0,1,10.4523,5768.31
1921,0,0,1,10.4374,5666.85
1915,0,0,1,10.37,5230.15
1914,0,0,1,10.3669,5213.54
1909,0,0,1,10.2964,4665.49
1902,0,0,1,10.2832,4578.1
1900,0,0,1,10.2802,4559.73
1893,0,0,1,10.255,4401.62
1895,0,0,1,10.2521,4386
1892,0,0,1,10.2471,4359.05
2182,0,0,1,10.216,4123.82
760,0,0,1,10.2127,4104.66
2006,0,0,1,10.1895,3963.89
2187,0,0,1,10.1812,3919
1817,0,0,1,10.1531,3749.24
764,0,0,1,10.1357,3642.23
765,0,0,1,10.1216,3565.5
2007,0,0,1,10.1214,3564.82
2055,0,0,1,10.1128,3514.61
